study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,study_title,experiment_alias,fastq_ftp,sample_title,reference,
PRJNA292680,SAMN03983452,SRX1144570,SRR2157935,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scouting behaviour,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157935/SRR2157935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157935/SRR2157935_2.fastq.gz,Apis mellifera Recruit 1,,
PRJNA292680,SAMN03983453,SRX1144573,SRR2157936,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157936/SRR2157936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157936/SRR2157936_2.fastq.gz,Apis mellifera Recruit 2,,
PRJNA292680,SAMN03983454,SRX1144574,SRR2157937,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2157937/SRR2157937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2157937/SRR2157937_2.fastq.gz,Apis mellifera Recruit 3,,
PRJNA292680,SAMN03983455,SRX1144575,SRR2157938,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2157938/SRR2157938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2157938/SRR2157938_2.fastq.gz,Apis mellifera Recruit 4,,
PRJNA292680,SAMN03983456,SRX1144576,SRR2157939,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2157939/SRR2157939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2157939/SRR2157939_2.fastq.gz,Apis mellifera Recruit 5,,
PRJNA292680,SAMN03983457,SRX1144578,SRR2157940,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2157940/SRR2157940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2157940/SRR2157940_2.fastq.gz,Apis mellifera Recruit 6,,
PRJNA292680,SAMN03983458,SRX1144579,SRR2157941,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157941/SRR2157941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157941/SRR2157941_2.fastq.gz,Apis mellifera Recruit 7,,
PRJNA292680,SAMN03983459,SRX1144581,SRR2157942,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157942/SRR2157942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157942/SRR2157942_2.fastq.gz,Apis mellifera Recruit 8,,
PRJNA292680,SAMN03983460,SRX1144582,SRR2157943,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157943/SRR2157943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157943/SRR2157943_2.fastq.gz,Apis mellifera Recruit 9,,
PRJNA292680,SAMN03983461,SRX1144583,SRR2157945,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157945/SRR2157945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2157945/SRR2157945_2.fastq.gz,Apis mellifera Recruit 10,,
PRJNA292680,SAMN03983462,SRX1144584,SRR2157946,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_11,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157946/SRR2157946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157946/SRR2157946_2.fastq.gz,Apis mellifera Recruit 11,,
PRJNA292680,SAMN03983463,SRX1144585,SRR2157948,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2157948/SRR2157948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2157948/SRR2157948_2.fastq.gz,Apis mellifera Recruit 12,,
PRJNA292680,SAMN03983464,SRX1144586,SRR2157951,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_13,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157951/SRR2157951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157951/SRR2157951_2.fastq.gz,Apis mellifera Recruit 13,,
PRJNA292680,SAMN03983465,SRX1144588,SRR2157953,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_14,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157953/SRR2157953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157953/SRR2157953_2.fastq.gz,Apis mellifera Recruit 14,,
PRJNA292680,SAMN03983466,SRX1144589,SRR2157954,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_15,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157954/SRR2157954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157954/SRR2157954_2.fastq.gz,Apis mellifera Recruit 15,,
PRJNA292680,SAMN03983467,SRX1144590,SRR2157956,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_16,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157956/SRR2157956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2157956/SRR2157956_2.fastq.gz,Apis mellifera Recruit 16,,
PRJNA292680,SAMN03983468,SRX1144598,SRR2157959,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_17,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2157959/SRR2157959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2157959/SRR2157959_2.fastq.gz,Apis mellifera Recruit 17,,
PRJNA292680,SAMN03983469,SRX1144599,SRR2157960,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_18,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2157960/SRR2157960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2157960/SRR2157960_2.fastq.gz,Apis mellifera Recruit 18,,
PRJNA292680,SAMN03983470,SRX1144600,SRR2157961,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_19,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157961/SRR2157961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2157961/SRR2157961_2.fastq.gz,Apis mellifera Recruit 19,,
PRJNA292680,SAMN03983471,SRX1144601,SRR2157962,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_20,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157962/SRR2157962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2157962/SRR2157962_2.fastq.gz,Apis mellifera Recruit 20,,
PRJNA292680,SAMN03983472,SRX1144602,SRR2157963,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_21,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157963/SRR2157963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2157963/SRR2157963_2.fastq.gz,Apis mellifera Recruit 21,,
PRJNA292680,SAMN03983473,SRX1144603,SRR2157964,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Recruit_22,ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157964/SRR2157964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2157964/SRR2157964_2.fastq.gz,Apis mellifera Recruit 22,,
PRJNA292680,SAMN03983474,SRX1149683,SRR2163120,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163120/SRR2163120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163120/SRR2163120_2.fastq.gz,Apis mellifera Scout 1,,
PRJNA292680,SAMN03983475,SRX1149684,SRR2163121,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/001/SRR2163121/SRR2163121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/001/SRR2163121/SRR2163121_2.fastq.gz,Apis mellifera Scout 2,,
PRJNA292680,SAMN03983476,SRX1149685,SRR2163122,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163122/SRR2163122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163122/SRR2163122_2.fastq.gz,Apis mellifera Scout 3,,
PRJNA292680,SAMN03983477,SRX1149738,SRR2163174,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163174/SRR2163174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163174/SRR2163174_2.fastq.gz,Apis mellifera Scout 4,,
PRJNA292680,SAMN03983478,SRX1149739,SRR2163176,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/006/SRR2163176/SRR2163176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/006/SRR2163176/SRR2163176_2.fastq.gz,Apis mellifera Scout 5,,
PRJNA292680,SAMN03983479,SRX1149740,SRR2163177,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/007/SRR2163177/SRR2163177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/007/SRR2163177/SRR2163177_2.fastq.gz,Apis mellifera Scout 6,,
PRJNA292680,SAMN03983480,SRX1149741,SRR2163178,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/008/SRR2163178/SRR2163178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/008/SRR2163178/SRR2163178_2.fastq.gz,Apis mellifera Scout 7,,
PRJNA292680,SAMN03983481,SRX1149742,SRR2163179,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/009/SRR2163179/SRR2163179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/009/SRR2163179/SRR2163179_2.fastq.gz,Apis mellifera Scout 8,,
PRJNA292680,SAMN03983482,SRX1149743,SRR2163180,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163180/SRR2163180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163180/SRR2163180_2.fastq.gz,Apis mellifera Scout 9,,
PRJNA292680,SAMN03983483,SRX1149744,SRR2163181,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/001/SRR2163181/SRR2163181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/001/SRR2163181/SRR2163181_2.fastq.gz,Apis mellifera Scout 10,,
PRJNA292680,SAMN03983484,SRX1149746,SRR2163182,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_11,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163182/SRR2163182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163182/SRR2163182_2.fastq.gz,Apis mellifera Scout 11,,
PRJNA292680,SAMN03983485,SRX1149747,SRR2163184,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163184/SRR2163184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163184/SRR2163184_2.fastq.gz,Apis mellifera Scout 12,,
PRJNA292680,SAMN03983486,SRX1149772,SRR2163209,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_13,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/009/SRR2163209/SRR2163209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/009/SRR2163209/SRR2163209_2.fastq.gz,Apis mellifera Scout 13,,
PRJNA292680,SAMN03983487,SRX1149773,SRR2163210,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_14,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163210/SRR2163210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/000/SRR2163210/SRR2163210_2.fastq.gz,Apis mellifera Scout 14,,
PRJNA292680,SAMN03983488,SRX1149775,SRR2163212,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_15,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163212/SRR2163212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/002/SRR2163212/SRR2163212_2.fastq.gz,Apis mellifera Scout 15,,
PRJNA292680,SAMN03983489,SRX1149777,SRR2163213,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_16,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2163213/SRR2163213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/003/SRR2163213/SRR2163213_2.fastq.gz,Apis mellifera Scout 16,,
PRJNA292680,SAMN03983491,SRX1149778,SRR2163214,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_18,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163214/SRR2163214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163214/SRR2163214_2.fastq.gz,Apis mellifera Scout 18,,
PRJNA292680,SAMN03983490,SRX1149779,SRR2163224,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_17,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163224/SRR2163224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/004/SRR2163224/SRR2163224_2.fastq.gz,Apis mellifera Scout 17,,
PRJNA292680,SAMN03983492,SRX1149788,SRR2163225,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_19,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/005/SRR2163225/SRR2163225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/005/SRR2163225/SRR2163225_2.fastq.gz,Apis mellifera Scout 19,,
PRJNA292680,SAMN03983493,SRX1149789,SRR2163226,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_20,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/006/SRR2163226/SRR2163226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/006/SRR2163226/SRR2163226_2.fastq.gz,Apis mellifera Scout 20,,
PRJNA292680,SAMN03983494,SRX1149790,SRR2163227,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_21,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/007/SRR2163227/SRR2163227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/007/SRR2163227/SRR2163227_2.fastq.gz,Apis mellifera Scout 21,,
PRJNA292680,SAMN03983495,SRX1149791,SRR2163228,7460,Apis mellifera,Characterization Of Genomic Variants Associated With Scout And Recruit Behavioral Castes In Honey Bees,Scout_22,ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/008/SRR2163228/SRR2163228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/008/SRR2163228/SRR2163228_2.fastq.gz,Apis mellifera Scout 22,,
PRJDB3198,SAMD00027817,DRX028452,DRR031484,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028452,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031484/DRR031484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031484/DRR031484_2.fastq.gz,A. mellifera. Modern. Individual 1,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027818,DRX028453,DRR031485,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028453,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031485/DRR031485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031485/DRR031485_2.fastq.gz,A. mellifera. Modern. Individual 2,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027819,DRX028454,DRR031486,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028454,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031486/DRR031486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031486/DRR031486_2.fastq.gz,A. mellifera. Modern. Individual 3,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027820,DRX028455,DRR031487,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028455,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031487/DRR031487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031487/DRR031487_2.fastq.gz,A. mellifera. Modern. Individual 4,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027821,DRX028456,DRR031488,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028456,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031488/DRR031488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031488/DRR031488_2.fastq.gz,A. mellifera. Modern. Individual 5,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027822,DRX028457,DRR031489,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028457,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031489/DRR031489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031489/DRR031489_2.fastq.gz,A. mellifera. Modern. Individual 6,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027823,DRX028458,DRR031490,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028458,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031490/DRR031490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031490/DRR031490_2.fastq.gz,A. mellifera. Modern. Individual 7,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027824,DRX028459,DRR031491,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028459,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031491/DRR031491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031491/DRR031491_2.fastq.gz,A. mellifera. Modern. Individual 8,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027825,DRX028460,DRR031492,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028460,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031492/DRR031492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031492/DRR031492_2.fastq.gz,A. mellifera. Modern. Individual 9,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027826,DRX028461,DRR031493,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028461,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031493/DRR031493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031493/DRR031493_2.fastq.gz,A. mellifera. Modern. Individual 10,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027827,DRX028462,DRR031494,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028462,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031494/DRR031494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031494/DRR031494_2.fastq.gz,A. mellifera. Modern. Individual 11,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027828,DRX028463,DRR031495,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028463,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031495/DRR031495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031495/DRR031495_2.fastq.gz,A. mellifera. Modern. Individual 12,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027829,DRX028464,DRR031496,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028464,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031496/DRR031496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031496/DRR031496_2.fastq.gz,A. mellifera. Modern. Individual 13,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027830,DRX028465,DRR031497,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028465,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031497/DRR031497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031497/DRR031497_2.fastq.gz,A. mellifera. Modern. Individual 14,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027831,DRX028466,DRR031498,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028466,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031498/DRR031498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031498/DRR031498_2.fastq.gz,A. mellifera. Modern. Individual 15,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027832,DRX028467,DRR031499,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028467,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031499/DRR031499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031499/DRR031499_2.fastq.gz,A. mellifera. Modern. Individual 16,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027833,DRX028468,DRR031500,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028468,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031500/DRR031500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031500/DRR031500_2.fastq.gz,A. mellifera. Modern. Individual 17,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027834,DRX028469,DRR031501,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028469,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031501/DRR031501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031501/DRR031501_2.fastq.gz,A. mellifera. Modern. Individual 18,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027835,DRX028470,DRR031502,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028470,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031502/DRR031502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031502/DRR031502_2.fastq.gz,A. mellifera. Modern. Individual 19,https://pubmed.ncbi.nlm.nih.gov/26246313//,
PRJDB3198,SAMD00027836,DRX028471,DRR031503,7460,Apis mellifera,Population genomics of honeybee (Apis mellifera) using present-day and museum specimens,DRX028471,ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031503/DRR031503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR031/DRR031503/DRR031503_2.fastq.gz,A. mellifera. Modern. Individual 20,https://pubmed.ncbi.nlm.nih.gov/26246313//,
